smiles,A,B,C,mu,alpha,homo,lumo,r2,zpve,u0,cv,u0_atom
c1cc([nH]c1)O,8.91138,3.62931,2.57898,0.9982,47.38,-0.1814,0.0635,474.5019,0.0864,-285.320198,19.901,-1119.039937245
c1c([nH]cn1)O,9.43187,3.67479,2.64447,2.938,43.45,-0.2022,0.0448,453.0651,0.075256,-301.377995,18.316,-1006.703903574
c1cnc([nH]1)O,9.27499,3.84435,2.71784,2.18,43.23,-0.2051,0.0505,445.8144,0.075677,-301.389192,18.016,-1013.730121847
Cc1cc[nH]c1,8.67353,3.34371,2.44992,1.6978,55.32,-0.1982,0.0533,528.9258,0.109903,-249.395323,20.948,-1302.514783719
Cc1c[nH]cn1,9.00788,3.50963,2.56569,3.3147,51.32,-0.2157,0.0376,500.6403,0.098598,-265.457424,19.536,-1192.879548784
Cc1ccoc1,8.94272,3.37005,2.48533,0.8398,51.11,-0.2183,0.025,512.5694,0.097541,-269.263476,19.399,-1232.0505430911
Cc1cocn1,9.29377,3.53254,2.60086,1.3204,47.12,-0.2395,0.0074,485.0096,0.086195,-285.326726,18.123,-1123.136315997
c1c[nH]cc1N,8.86789,3.46013,2.49766,1.8044,51.67,-0.1741,0.0558,500.1351,0.098959,-265.43852,20.983,-1181.017118648
c1c(nc[nH]1)N,9.23894,3.65185,2.62644,3.0074,47.82,-0.1849,0.0391,471.183,0.087869,-281.504579,19.414,-1073.865564335
c1cocc1N,9.15078,3.49098,2.53565,1.7218,47.62,-0.1947,0.029,483.7409,0.086736,-285.306999,19.259,-1110.757445954
c1c(nco1)N,9.54923,3.68153,2.66498,1.6737,43.75,-0.2057,0.0107,455.3577,0.075457,-301.373831,17.986,-1004.090956098
c1c[nH]cc1O,8.97547,3.51643,2.52657,1.6811,47.51,-0.1864,0.05,480.4033,0.086407,-285.316421,19.995,-1116.669835752
c1c(nc[nH]1)O,9.37443,3.72661,2.66657,2.8207,43.71,-0.2006,0.0315,450.9127,0.075668,-301.385442,18.065,-1011.376963097
c1c(nco1)O,9.6847,3.7549,2.70582,0.4508,39.79,-0.2242,0.001,435.5044,0.063161,-321.252793,16.639,-940.409460251
Cn1cccc1,8.71953,3.56689,2.57362,2.0318,55.54,-0.2006,0.0463,510.1975,0.110002,-249.387499,20.193,-1297.605153303
Cn1ccnc1,9.19623,3.61466,2.63799,3.9054,51.11,-0.2216,0.0324,488.8221,0.098859,-265.44727,18.783,-1186.507822398
c1ccccc1,5.71227,5.71175,2.85601,0.0,57.28,-0.2475,0.0029,456.6788,0.100175,-232.164586,17.214,-1306.672030844
c1ccncc1,6.06065,5.83683,2.97332,2.1103,53.03,-0.2518,-0.0225,432.2254,0.088683,-248.211932,16.093,-1187.777900614
c1cnccn1,6.4337,5.94958,3.09109,0.0,49.2,-0.2493,-0.0511,408.933,0.07674,-264.255612,15.146,-1066.58332239
c1cncnc1,6.30165,6.09672,3.09875,2.2031,48.47,-0.2531,-0.0415,408.2875,0.076933,-264.261826,15.138,-1070.482663316
c1ncncn1,6.4674,6.46702,3.2336,0.0001,43.74,-0.2768,-0.0554,384.8085,0.065246,-280.31408,14.209,-954.668347258
CC(C)(C)C#C,4.51049,2.68409,2.68378,0.6082,62.05,-0.2585,0.0629,624.7654,0.140054,-234.476516,28.513,-1501.725673386
CC(C)(C)C#N,4.48834,2.74542,2.74525,3.9525,56.9,-0.3156,0.0438,602.0353,0.129886,-250.585843,26.404,-1421.725178485
CC(C)(C#N)N,4.64233,2.79473,2.74828,2.8519,53.67,-0.2675,0.0349,580.9124,0.119019,-266.630629,25.93,-1301.224625215
CC(C)(C#C)O,4.76694,2.76751,2.71134,1.7721,54.93,-0.2589,0.0425,587.1297,0.116168,-270.399081,27.393,-1316.801281122
CC(C)(C#N)O,4.7465,2.83377,2.77452,4.8465,49.98,-0.2931,0.0216,564.648,0.105718,-286.506282,25.46,-1235.466702087
CC(C)(C)C=O,4.42313,2.76203,2.72257,2.5692,56.92,-0.247,-0.0179,611.1634,0.139975,-271.656372,27.295,-1477.911079327
CC(C)(C=O)O,4.6175,2.83829,2.80928,2.8176,49.7,-0.2523,-0.0258,570.0556,0.115843,-307.582044,26.432,-1294.936357526
CC(C)(C)CO,4.38057,2.60111,2.59415,1.3469,59.72,-0.2638,0.0725,650.4504,0.163869,-272.841336,29.797,-1593.635034089
CC(C)(CO)O,4.50357,2.67369,2.67044,0.1987,52.67,-0.2619,0.0727,609.3369,0.139933,-308.769557,28.879,-1412.2598327291
CCC(C)(C)C,4.2679,2.47516,2.46634,0.0414,66.63,-0.3031,0.0748,704.4105,0.187572,-236.917458,30.906,-1777.735507036
CCC(C)(C)O,4.5327,2.58644,2.52034,1.3435,59.74,-0.2601,0.0658,660.7696,0.163685,-272.84753,29.948,-1597.521824835
CC(C)(C)OC,4.35981,2.71989,2.7163,1.0896,60.03,-0.2455,0.079,644.1742,0.163225,-272.835594,29.597,-1590.031877411
CC#CC(=O)C,9.59568,1.744,1.50329,3.5644,56.61,-0.2532,-0.0449,786.3721,0.093473,-269.230258,23.826,-1211.205949129
CC#CC(=O)N,10.67595,1.75821,1.52399,4.0759,52.6,-0.2502,-0.016,756.8071,0.082966,-285.30044,23.663,-1106.641614423
CC#CC(C)C,7.4644,1.70877,1.47982,0.1156,65.24,-0.2404,0.0633,861.2875,0.140828,-234.486176,27.581,-1507.787410326
CC#CC(C)O,8.01526,1.71359,1.49741,1.89,57.94,-0.2492,0.0416,819.2949,0.117252,-270.408713,26.384,-1322.84544781
CC(=O)CC#C,7.67676,2.29575,1.87888,2.2729,51.94,-0.246,-0.0185,636.8813,0.093109,-269.219315,23.951,-1204.339118142
CC(=O)CC#N,9.67999,2.17217,1.81363,5.6789,47.48,-0.274,-0.037,640.5669,0.082597,-285.324641,21.969,-1121.827959732
C#CCC(=O)N,9.4168,2.22029,1.85862,3.7732,48.37,-0.2498,0.0244,627.6953,0.082749,-285.287913,23.677,-1098.78080918
C(C#N)C(=O)N,9.72555,2.25446,1.8741,6.7117,43.68,-0.2741,0.0051,603.7082,0.072367,-301.394865,21.668,-1017.289980404
CC(=N)NC=O,7.49331,2.71579,2.01778,0.9105,50.18,-0.2611,-0.0177,587.7789,0.096761,-302.588564,21.828,-1138.495226281
CC(=N)OC=O,9.27563,2.24606,1.83479,4.0954,45.3,-0.2723,-0.0251,632.4706,0.083113,-322.460671,21.35,-1070.512156239
CC(=O)CC=O,7.62965,2.075,1.80193,2.6833,48.15,-0.2505,-0.0381,667.8025,0.09322,-306.397642,22.667,-1179.5650628221
CC(=O)NC=N,8.55761,2.46723,1.93829,5.1423,49.82,-0.2397,-0.0114,621.2041,0.095742,-302.579654,22.603,-1132.904121091
CC(=O)NC=O,8.68161,2.49189,1.95985,5.6602,45.18,-0.2511,-0.0298,600.473,0.083351,-322.479769,21.535,-1082.496323121
CC(=O)OC=N,9.62372,2.25349,1.84676,0.9137,45.91,-0.2768,-0.0235,633.5112,0.083216,-322.464725,21.339,-1073.056077725
C(=O)NC(=N)N,8.34296,2.73401,2.06751,2.4787,46.25,-0.2336,-0.0146,561.2611,0.08593,-318.647923,21.711,-1027.139361668
C(C=O)C(=O)N,8.23674,2.10689,1.8256,3.7344,44.18,-0.2502,-0.0278,637.4959,0.083052,-322.469844,22.336,-1076.268296296
C(=N)NC(=O)N,8.72614,2.55084,1.99804,5.2585,46.05,-0.2443,0.0042,586.8385,0.085659,-318.641916,22.001,-1023.369915105
C(=O)NC(=O)N,8.85115,2.58309,2.01992,6.1119,41.58,-0.2548,-0.0128,566.0758,0.073232,-338.542975,20.96,-973.554485631
NC(=O)OC=N,10.30398,2.31232,1.8886,1.994,42.07,-0.2743,0.0024,600.144,0.0727,-338.531538,21.164,-966.377665198
CC(C)CC#C,7.28576,2.0531,1.72307,0.6828,62.17,-0.259,0.0553,738.9549,0.140781,-234.476081,27.444,-1501.452706971
CC(C)CC#N,7.32032,2.08565,1.74516,3.9826,57.19,-0.3161,0.0346,713.1432,0.130632,-250.585183,25.297,-1421.311022545
CC(O)CC#C,7.60425,2.09483,1.75454,1.4348,54.82,-0.2622,0.0545,692.7907,0.117241,-270.401061,26.225,-1318.043748942
CC(O)CC#N,8.13877,2.09686,1.78822,4.9064,50.45,-0.2866,0.0348,674.7315,0.106844,-286.508374,24.229,-1236.779450915
CN(C)CC#N,8.08563,2.19066,1.84258,4.0824,54.43,-0.2371,0.0217,671.7683,0.119064,-266.609146,24.109,-1287.743849368
CC(C)CC=O,7.05919,1.96028,1.67683,2.7416,57.47,-0.2481,-0.0197,750.1795,0.140549,-271.653205,26.267,-1475.923758324
CC(C)NC=O,6.05601,2.21302,1.97997,3.6603,54.8,-0.2484,0.0348,684.3066,0.130467,-287.72789,25.451,-1374.185096645
CC(C)OC=O,7.4514,2.03598,1.73685,4.1216,51.48,-0.2748,0.0115,712.2912,0.117552,-307.60208,24.383,-1307.50912785
CC(O)CC=O,7.6927,1.90998,1.63513,3.3205,50.52,-0.2437,-0.0204,730.3237,0.11705,-307.577822,25.112,-1292.2870145281
CN(C)CC=O,8.00355,1.98325,1.71486,2.7328,54.59,-0.2267,-0.0252,722.1956,0.129063,-287.681216,25.118,-1344.896741579
CC(=O)CCO,8.72739,1.81809,1.54762,1.2601,50.08,-0.2458,-0.0111,760.732,0.117054,-307.586014,25.274,-1297.427568256
CCCC(=O)C,8.36053,1.7817,1.52355,2.5426,57.31,-0.2415,-0.0071,817.4605,0.140374,-271.666055,26.57,-1483.987248974
CCCC(=O)N,8.69227,1.82351,1.56698,3.4104,53.75,-0.243,0.0359,778.0458,0.130316,-287.736841,26.19,-1379.8019297041
CCNC(=O)C,7.47672,2.0437,1.81354,3.4941,54.72,-0.2402,0.0381,725.3315,0.130219,-287.734664,25.795,-1378.435842611
CCNC(=O)N,8.47929,1.99776,1.7207,3.5648,50.96,-0.2427,0.0598,719.1944,0.120088,-303.795699,25.169,-1268.131683082
CCOC(=O)C,8.4155,2.08732,1.72634,1.9371,50.66,-0.2654,0.0196,719.0142,0.117704,-307.614861,24.457,-1315.5293203791
CCOC(=O)N,8.98436,2.12697,1.75865,2.4228,46.82,-0.2644,0.0591,686.248,0.107556,-323.6788,24.01,-1207.0474469861
C[NH2+]CC([O-])=O,7.07591,2.3079,2.07473,5.2128,46.17,-0.2494,0.0196,624.3195,0.108531,-323.654114,22.427,-1191.556759812
CC(=O)COC,8.89923,1.94768,1.64777,3.6117,51.17,-0.2449,-0.0102,743.2534,0.116412,-307.571921,24.783,-1288.584083919
COCC(=O)N,9.29932,1.99725,1.69178,4.2922,47.53,-0.2464,0.0274,706.1403,0.10636,-323.641347,24.375,-1183.545352409
C(CO)C(=O)N,9.17009,1.86544,1.58189,2.1536,46.39,-0.2471,0.0327,722.9054,0.106736,-323.657279,25.021,-1193.542825797
[NH3+]CCC([O-])=O,8.91475,1.86414,1.62849,14.8809,54.51,-0.167,-0.0333,714.9069,0.107753,-323.582949,23.572,-1146.900081827
CC(C)CCO,6.8197,1.72205,1.47522,1.3839,60.25,-0.2613,0.0807,850.8528,0.164714,-272.837559,28.734,-1591.264932596
CC(O)CCO,7.4215,1.74761,1.51679,0.18,53.18,-0.2583,0.0719,802.5075,0.141169,-308.764658,27.553,-1409.185666138
CCCC(C)C,6.59674,1.69478,1.45846,0.0898,67.45,-0.3042,0.0859,906.7075,0.188151,-236.917664,29.991,-1777.86477389
CCCC(C)O,7.1604,1.71893,1.49915,1.3758,60.39,-0.2613,0.0739,858.1408,0.164563,-272.84456,28.823,-1595.658123105
CCOC(C)C,6.73269,1.92812,1.63086,0.9735,61.19,-0.2458,0.0875,814.3456,0.163926,-272.839582,28.558,-1592.534383303
CC(C)COC,6.99745,1.88283,1.60043,0.9451,61.01,-0.2508,0.0876,817.8428,0.16427,-272.83269,28.268,-1588.209591275
COCC(C)O,6.31223,2.13733,1.91565,2.2037,53.61,-0.2581,0.0777,711.2834,0.141325,-308.759135,26.669,-1405.719933931
CC(=O)C(=O)C,5.28135,3.3693,2.10993,0.0005,47.03,-0.2408,-0.0826,581.337,0.092927,-306.406578,23.569,-1185.1724832461
CC(=O)C(=N)N,5.34084,3.5511,2.16491,1.9354,48.43,-0.2483,-0.0515,562.5203,0.09552,-302.580808,23.683,-1133.628266477
CC(=O)C(=O)N,5.43774,3.54714,2.17517,1.1652,43.45,-0.2416,-0.0632,547.5835,0.083247,-322.482659,22.796,-1084.3098241311
NC(=[NH2+])C([O-])=O,5.47512,3.91202,2.28171,8.5052,41.06,-0.2349,-0.0376,506.6426,0.073524,-338.530072,20.891,-965.457737004
C(=O)(C(=O)N)N,5.64251,3.73654,2.24793,0.0024,39.85,-0.2422,-0.0321,513.8164,0.073748,-338.559964,21.839,-984.215236032
CC(C)C(=O)C,4.73706,2.78011,2.2501,2.5905,56.8,-0.2389,-0.0081,650.5524,0.140412,-271.665153,27.077,-1483.421235856
CC(C)C(=O)N,4.90809,2.61486,2.52356,3.4399,53.35,-0.2409,0.0371,617.1359,0.130071,-287.737498,26.737,-1380.2142031171
CC([NH3+])C([O-])=O,4.85146,3.44622,2.14957,5.0933,45.76,-0.251,0.0174,578.6969,0.108391,-323.665247,23.344,-1198.5428175091
CC(O)C(C)=O,4.86781,3.19439,2.14328,2.9304,49.94,-0.263,-0.0258,606.3478,0.117268,-307.594137,25.252,-1302.524823863
CC(O)C(N)=O,5.05033,3.24897,2.23698,4.1096,46.24,-0.26,0.0186,574.3293,0.10692,-323.665987,24.979,-1199.007174169
CC(=O)N(C)C,4.91512,3.39317,2.0861,3.5335,54.99,-0.2342,0.0354,622.3344,0.129864,-287.723848,25.808,-1371.648705267
CN(C)C(=O)N,5.07057,3.5194,2.14443,3.6689,50.94,-0.2306,0.0604,591.7927,0.119711,-303.785832,25.1,-1261.940051779
CC(C)C(C)C,4.19798,2.86549,1.86359,0.0,66.87,-0.3016,0.0822,747.1084,0.187721,-236.916033,30.606,-1776.841306711
CC(C)C(C)O,4.47958,2.66966,2.28942,1.414,59.83,-0.2613,0.0684,675.0478,0.164151,-272.843742,29.475,-1595.144820743
CC(O)C(C)O,4.73128,2.64326,2.42091,0.1664,52.62,-0.2564,0.0643,632.2372,0.140737,-308.772292,28.004,-1413.976069844
CC1(CCC1)C,4.94405,3.06969,2.80861,0.0245,63.32,-0.2837,0.0812,603.4335,0.165997,-235.699029,26.214,-1641.011963589
CC1(CCO1)C,5.10608,3.28695,2.96998,1.636,56.17,-0.2392,0.0812,560.0105,0.141947,-271.626697,24.691,-1459.289749752
CC1(COC1)C,5.16119,3.14248,2.83176,1.888,56.09,-0.2425,0.0728,569.1031,0.142192,-271.618179,24.362,-1453.94462809
CC1(CCC1)O,5.17369,3.14505,2.90044,1.3454,56.29,-0.2526,0.0743,562.0396,0.142376,-271.627826,25.093,-1459.998207413
CC1(COC1)O,5.46124,3.21403,2.92761,2.486,49.2,-0.246,0.0616,527.7516,0.118569,-307.544712,23.305,-1271.510191538
CC1(C)CC1O,5.09266,2.97394,2.52892,1.2792,56.93,-0.2497,0.083,599.392,0.141365,-271.621961,26.639,-1456.317867128
CC1(O)CC1O,5.24096,3.07084,2.60289,1.9707,49.85,-0.2427,0.0794,557.5787,0.117602,-307.546144,25.546,-1272.4087844261
CC1CC1(C)C,4.93979,2.82688,2.43235,0.0963,64.09,-0.2558,0.0887,649.5784,0.16489,-235.698987,27.904,-1640.985608211
CC1CC1(C)O,5.09412,2.91073,2.50204,1.2745,56.95,-0.2458,0.0798,607.2163,0.141106,-271.623957,26.806,-1457.570375092
CC1OC1(C)C,5.42634,2.9036,2.43856,1.7972,56.95,-0.2545,0.0923,616.1558,0.140619,-271.630416,26.504,-1461.623455723
CC1(CN1C)C,5.05749,3.02686,2.58542,1.1514,60.96,-0.219,0.0873,612.8334,0.153033,-251.732828,26.999,-1513.616968936
CC1CC(=N)O1,9.20563,2.65868,2.33419,2.8604,51.41,-0.2598,0.0305,567.9978,0.108342,-286.498235,21.198,-1230.4171371641
CC1CC(=O)C1,9.35988,2.40174,2.08257,2.8997,53.83,-0.2394,-0.0163,615.4797,0.118664,-270.446915,22.568,-1346.817546628
CC1CC(=O)N1,9.37628,2.54337,2.24698,3.855,50.75,-0.2465,0.0387,578.1159,0.108284,-286.519735,21.755,-1243.9085806641
CC1CC(=O)O1,9.32445,2.68104,2.36185,4.16,46.42,-0.2737,0.0124,549.3072,0.096346,-306.403144,20.176,-1183.01761734
CN1CC(=O)C1,10.23307,2.52788,2.17036,2.5981,51.1,-0.2304,-0.0233,581.4874,0.107085,-286.476486,21.382,-1216.769443923
C1C(CC1=O)O,9.88123,2.46668,2.12799,3.0457,46.78,-0.242,-0.0206,568.1088,0.095023,-306.369631,21.395,-1161.9879082231
CC1CC(C)C1,7.8794,2.19453,2.00483,0.1412,64.11,-0.2832,0.0906,708.7554,0.166237,-235.700285,25.93,-1641.800114893
CC1CC(C)O1,7.09839,2.5176,2.36131,1.5588,56.92,-0.2399,0.0942,627.2141,0.14242,-271.628346,24.277,-1460.324512093
CC1CC(O)C1,8.21533,2.25023,2.04733,1.398,56.88,-0.253,0.0788,659.729,0.142766,-271.62464,24.723,-1457.998963739
CN1CC(C1)O,8.45455,2.48661,2.27352,1.5574,53.9,-0.2196,0.0838,603.8647,0.131404,-287.657053,23.314,-1329.734241612
OC1CC(O)C1,8.74308,2.25286,2.04782,1.3233,49.09,-0.2525,0.0691,617.3904,0.119358,-307.548619,23.5,-1273.961869201
CC12CC(C1)C2,5.99752,3.39906,3.39861,0.2077,61.09,-0.2934,0.0984,520.6157,0.144312,-234.455424,21.869,-1488.490253558
CC12CC(C1)O2,6.22463,3.60361,3.5536,1.8191,53.68,-0.2307,0.1012,482.6135,0.119521,-270.370102,21.01,-1298.616697811
CC12CN(C1)C2,6.36553,3.40958,3.40949,1.9709,57.23,-0.2257,0.0834,503.8125,0.132764,-250.478855,21.04,-1354.589245593
OC12CC(C1)C2,6.11821,3.56308,3.551,1.329,53.49,-0.2587,0.0809,476.4978,0.120826,-270.382725,20.67,-1306.537743918
OC12CN(C1)C2,6.47877,3.57961,3.5684,1.7613,50.04,-0.2445,0.0682,459.4671,0.109323,-286.408473,19.785,-1174.090674306
C#CC(=O)C#C,6.57168,2.87944,2.00217,3.1111,50.23,-0.28,-0.0898,559.9421,0.04691,-266.763445,20.497,-918.96183014
C#CC(=O)C#N,6.60238,2.92418,2.0266,3.7814,44.9,-0.3156,-0.121,539.3608,0.036304,-282.861121,18.651,-831.65022788
C(#N)C(=O)C#N,6.73683,2.93617,2.04492,0.6341,39.71,-0.3538,-0.1562,520.8737,0.02554,-298.95295,16.955,-740.669580497
C#CC(=O)C=O,8.66117,2.47638,1.92577,4.3138,43.98,-0.2672,-0.1181,570.4143,0.046458,-303.934323,19.716,-889.513460279
C(=O)C(=O)C#N,8.71899,2.49294,1.93864,1.4415,38.68,-0.2978,-0.1503,551.5682,0.035739,-320.029854,18.042,-800.855851214
C(=O)C(=O)C=O,10.85937,2.22469,1.84643,3.4458,37.46,-0.2606,-0.1455,583.5476,0.045968,-341.097446,18.951,-855.198758123
CC(C#C)C#C,5.48874,2.75881,1.95689,0.6022,56.95,-0.2622,0.034,627.8377,0.093567,-232.02593,24.829,-1219.66414294
CC(C#C)C#N,5.52804,2.80821,1.98441,3.7481,51.99,-0.2879,0.0116,605.1461,0.083296,-248.132701,22.726,-1138.059735035
CC(C#N)C#N,5.61395,2.83765,2.00723,4.1272,47.23,-0.3433,-0.0129,583.9904,0.072887,-264.235803,20.75,-1054.152996609
NC(C#C)C#N,5.6601,2.84529,2.01169,2.5088,48.67,-0.2798,-0.003,583.2106,0.072434,-264.171923,22.216,-1014.067721689
C(#N)C(C#N)N,5.74651,2.87292,2.03264,3.6178,43.93,-0.3037,-0.0279,562.9596,0.061962,-280.273691,20.295,-929.323886257
C#CC(C#C)O,5.71265,2.8187,2.00322,1.3299,49.83,-0.2708,0.0039,588.5174,0.070081,-267.944278,23.408,-1032.093545223
OC(C#C)C#N,5.7683,2.8663,2.03108,3.263,45.03,-0.3019,-0.0199,566.4572,0.05969,-284.048718,21.363,-949.026413839
C(#N)C(C#N)O,5.87397,2.89114,2.05305,2.3093,40.41,-0.3463,-0.0464,546.2842,0.04917,-300.148891,19.442,-863.281701552
CC(C=O)C#C,5.76079,2.56761,1.90777,2.3065,52.76,-0.2536,-0.0324,632.3767,0.093434,-269.207716,23.743,-1197.060641251
CC(C=O)C#N,6.06166,2.54178,1.91991,2.7273,47.71,-0.2801,-0.0545,611.9888,0.083083,-285.313284,21.73,-1114.701340019
OC(C=O)C#C,6.90658,2.63327,2.09593,2.1664,45.31,-0.2709,-0.0493,567.4229,0.070272,-305.130184,21.821,-1012.075380614
OC(C=O)C#N,7.04619,2.65258,2.11311,2.9799,40.49,-0.3073,-0.0733,547.2998,0.059833,-321.233569,19.861,-928.346227235
CC(C=O)C=O,5.40263,2.49803,1.88284,3.0426,48.36,-0.2559,-0.0573,637.0667,0.093292,-306.383308,22.644,-1170.570348816
CN(C=N)C=O,9.01877,2.42338,1.93317,2.4166,51.06,-0.2595,-0.0171,607.0428,0.096802,-302.579718,21.581,-1132.944281667
CN(C=O)C=O,9.04216,2.43702,1.943,0.6161,45.8,-0.2725,-0.0352,588.7943,0.084124,-322.477268,20.743,-1080.926923112
C(=O)C(C=O)O,7.13566,2.54107,2.18191,3.3417,41.69,-0.2649,-0.0663,555.1885,0.070094,-342.307696,20.624,-986.789905459
CN=C(C#N)N,8.69706,2.39967,1.90493,5.1006,50.92,-0.2622,-0.0399,616.0271,0.084203,-281.480993,22.896,-1059.065137061
CN=C(C=O)N,9.49914,2.31209,1.88308,2.7489,50.95,-0.2476,-0.0605,629.4902,0.095327,-302.564379,23.292,-1123.318921116
CCC(=O)C#C,8.71587,2.21187,1.80306,2.733,53.26,-0.264,-0.0552,663.4092,0.09367,-269.216969,23.625,-1202.866982028
CCC(=O)C#N,8.70299,2.23063,1.81499,3.5163,48.11,-0.2976,-0.0854,643.1284,0.08307,-285.317454,21.82,-1117.318052549
CNC(=N)C#N,8.75975,2.3713,1.88895,3.0753,50.21,-0.2527,-0.0407,618.7695,0.084889,-281.484877,22.345,-1061.502382017
CNC(=O)C#C,8.88595,2.34892,1.87991,3.6839,51.0,-0.2591,-0.0243,627.8913,0.0833,-285.282532,22.928,-1095.404183251
COC(=O)C#C,9.60396,2.43366,1.96569,1.7556,46.66,-0.2806,-0.0424,595.6777,0.071026,-305.155985,21.393,-1028.265740323
COC(=O)C#N,9.53061,2.46518,1.98316,4.0593,41.61,-0.3197,-0.0717,575.2916,0.06048,-321.254976,19.572,-941.779312398
C#CC(=O)CO,8.88065,2.27616,1.83245,4.1336,46.43,-0.2661,-0.0573,617.4214,0.070046,-305.130313,22.333,-1012.156329275
C(C(=O)C#N)O,8.85788,2.30124,1.84768,4.1197,41.54,-0.3004,-0.0881,596.5667,0.059291,-321.230055,20.617,-926.141160609
CCC(=O)C=O,6.71474,2.47373,1.84838,1.0401,47.28,-0.2515,-0.0944,641.1289,0.093575,-306.392828,22.634,-1176.544234496
CNC(=N)C=O,9.85085,2.21586,1.83111,3.7361,49.61,-0.2388,-0.0681,643.2539,0.095538,-302.558547,22.92,-1119.659288628
CNC(=O)C=O,10.0137,2.20959,1.83112,5.2806,45.79,-0.2505,-0.0726,633.9378,0.083118,-322.454079,21.909,-1066.375616911
COC(=O)C=O,10.36953,2.31178,1.91314,3.7746,40.92,-0.2683,-0.0862,600.9282,0.070937,-342.329232,20.46,-1000.303939283
C(C(=O)C=O)O,10.18019,2.11712,1.7719,5.1353,41.26,-0.2516,-0.0953,627.7041,0.069653,-342.297848,21.411,-980.610196827
CCC(=O)CC,8.93073,1.94183,1.65971,2.5012,57.0,-0.2412,-0.0057,770.4633,0.140552,-271.666841,26.577,-1484.480471048
CCC(=O)CO,9.27952,1.97063,1.67949,3.84,50.24,-0.2429,-0.0073,723.3895,0.116949,-307.58009,25.279,-1293.71020494
CCC(=O)NC,8.85645,2.05431,1.76094,3.4247,54.61,-0.2422,0.0378,725.6801,0.130452,-287.732329,25.744,-1376.970609096
CCC(=O)OC,9.53439,2.13951,1.80586,1.6323,50.2,-0.268,0.0192,694.4729,0.118017,-307.61045,24.367,-1312.76137818
CNC(=O)CO,9.16916,2.08247,1.78086,4.3706,47.75,-0.2433,0.0274,681.2313,0.106577,-323.644468,24.645,-1185.503807998
CNC(=O)NC,9.81743,2.15461,1.81196,3.5856,51.35,-0.2383,0.067,689.1369,0.119461,-303.787203,25.314,-1262.800366618
CNC(=O)OC,10.0298,2.24766,1.87969,2.2967,47.42,-0.2496,0.0662,657.9646,0.107261,-323.6692,23.827,-1201.023360586
COC(=O)CN,9.70719,2.14704,1.81406,1.6419,46.49,-0.2466,0.015,669.5959,0.107439,-323.652284,23.834,-1190.408418342
COC(=O)CO,10.04823,2.20536,1.85033,2.8141,43.25,-0.2705,0.0032,640.0833,0.094874,-343.531666,22.716,-1126.990476275
C(C(=O)CO)O,9.64235,1.99929,1.69878,5.1141,43.53,-0.2447,-0.01,677.014,0.09331,-343.492484,24.017,-1102.403418637
CC(=NC)OC,5.62304,2.78995,1.93208,0.8775,55.68,-0.2427,0.0334,667.2341,0.129176,-287.697316,25.912,-1354.999636479
CC(CO)C#C,6.77272,2.23073,1.78456,1.3163,55.08,-0.2613,0.0553,682.8459,0.117465,-270.3961,26.225,-1314.930676793
CC(CO)C#N,6.78215,2.26625,1.80707,3.7371,50.15,-0.2896,0.035,658.6943,0.107232,-286.504534,24.138,-1234.369816355
CCC(C)C#C,6.4208,2.16929,1.73642,0.7089,62.36,-0.2575,0.0581,736.4751,0.14095,-234.474088,27.469,-1500.202081534
CCC(C)C#N,6.42417,2.20162,1.75659,4.0632,57.23,-0.3144,0.0383,712.3282,0.130797,-250.583259,25.346,-1420.103695229
CCC(N)C#N,6.84522,2.20034,1.78254,2.8538,54.01,-0.2695,0.0286,689.9612,0.119956,-266.626759,24.891,-1298.796165385
CCC(O)C#C,7.14633,2.18885,1.78723,1.3296,55.33,-0.2649,0.0332,693.4546,0.117373,-270.397474,26.198,-1315.792874159
CCC(O)C#N,7.1361,2.21726,1.80468,3.3465,50.37,-0.3028,0.0117,670.8765,0.107081,-286.50404,24.136,-1234.059826909
CNC(C)C#N,6.53292,2.30631,1.82542,4.4075,54.08,-0.2424,0.0288,680.4479,0.119301,-266.615452,24.789,-1291.700921122
COC(C)C#C,6.54157,2.38245,1.86601,1.41,55.84,-0.2538,0.0395,675.6208,0.116766,-270.38418,25.831,-1307.450769513
COC(C)C#N,4.3707,3.32059,2.02436,3.2128,50.59,-0.2865,0.0177,619.0012,0.106659,-286.495035,23.771,-1228.409108364
NC(CO)C#N,7.18808,2.28721,1.83758,4.5745,46.66,-0.2619,0.0215,634.7561,0.096396,-302.545112,23.603,-1111.228705213
NCC(N)C#N,7.05534,2.24882,1.81798,4.8739,50.26,-0.2534,0.0266,658.1766,0.109366,-282.667163,24.235,-1175.545867677
NCC(O)C#N,7.3849,2.26347,1.83608,3.5369,46.88,-0.2549,0.0078,640.0746,0.096532,-302.545562,23.453,-1111.511084263
OCC(O)C#C,7.64075,2.25059,1.83982,2.1731,48.25,-0.2624,0.0188,638.4935,0.094585,-306.320806,24.263,-1131.349781298
OCC(O)C#N,7.60375,2.27643,1.85366,2.1065,43.5,-0.2878,-0.0038,617.6379,0.084113,-322.425235,22.348,-1048.275747315
CC(CO)C=O,5.49762,2.51451,1.86401,1.4722,50.03,-0.2523,-0.0219,656.247,0.117353,-307.574899,24.974,-1290.452805721
CCC(C)C=O,5.92856,2.12695,1.72359,2.7619,57.5,-0.2451,-0.0181,739.4896,0.140783,-271.651913,26.342,-1475.113016696
